amt,is_fraud,user_id,latitudinal_distance,longitudinal_distance
105.89,0,28,0.012,0.39
42.88,0,38,0.754,0.934
63.37,0,26,0.956,0.501
117.48,0,36,0.909,0.356
6.71,0,7,0.219,0.16
183.07,0,15,0.24,0.251
48.79,0,17,0.746,0.051
8.23,0,31,0.997,0.628
3.18,0,39,0.893,0.118
93.6,0,28,0.598,0.292
7.49,0,30,0.032,0.348
61.42,0,4,0.23,0.756
95.24,0,1,0.423,0.854
76.29,0,39,0.761,0.683
40.01,0,16,0.558,0.149
1.88,0,10,0.07,0.471
69.87,0,16,0.309,0.175
40.52,0,36,0.66,0.661
4.61,0,22,0.473,0.227
6.01,0,40,0.388,0.927
82.61,0,15,0.715,0.213
115.1,0,15,0.219,0.313
49.87,0,32,0.566,0.65
96.27,0,15,0.067,0.46
111.78,0,15,0.674,0.604
7.78,0,15,0.884,0.004
87.92,0,16,0.732,0.62
111.89,0,21,0.592,0.453
100.68,0,16,0.342,0.889
88.22,0,30,0.659,0.203
128.56,0,14,0.053,0.998
60.14,0,33,0.798,0.56
55.26,0,7,0.026,0.573
69.45,0,38,0.175,0.384
117.71,0,1,0.246,0.072
20.99,0,1,0.197,0.26
9.77,0,9,0.44,0.05
124.69,0,7,0.082,0.504
50.98,0,15,0.585,0.89
71.62,0,25,0.381,0.004
78.99,0,16,0.3,0.799
6.89,0,39,0.9,0.741
24.33,0,28,0.459,0.668
53.52,0,32,0.057,0.062
62.72,0,12,0.221,0.022
14.63,0,40,0.241,0.79
47.26,0,28,0.195,0.778
162.39,0,18,0.409,0.97
42.03,0,4,0.468,0.614
169.5,0,30,0.325,0.77
3.76,0,28,0.285,0.581
127.2,0,24,0.989,0.986
54.52,0,29,0.969,0.452
7.2,0,19,0.962,0.344
10.67,0,18,0.972,0.679
58.89,0,28,0.955,0.65
62.95,0,10,0.585,0.892
4.97,0,40,0.052,0.077
2.08,0,24,0.974,0.188
63.6,0,30,0.12,0.373
20.41,0,7,0.882,0.239
81.26,0,29,0.908,0.558
89.18,0,32,0.124,0.873
7.71,0,9,0.265,0.441
25.51,0,7,0.729,0.088
62.61,0,33,0.969,0.507
1.27,0,4,0.3,0.055
21.78,0,18,0.757,0.434
46.64,0,16,0.845,0.691
2.14,0,6,0.57,0.803
3.21,0,19,0.72,0.023
53.16,0,22,0.735,0.381
5.08,0,10,0.34,0.194
66.23,0,3,0.577,0.212
50.8,0,16,0.165,0.494
8.25,0,24,0.026,0.502
54.26,0,19,0.86,0.853
9.93,0,28,0.056,0.463
156.72,0,32,0.623,0.448
1.87,0,22,0.477,0.519
43.27,0,30,0.328,0.326
111.97,0,18,0.493,0.559
7.22,0,21,0.27,0.838
53.14,0,36,0.445,0.723
98.8,0,38,0.315,0.03
27.9,0,5,0.49,0.411
79.47,0,6,0.405,0.273
74.96,0,16,0.607,0.268
14.58,0,6,0.363,0.71
4.87,0,18,0.479,0.672
2.16,0,14,0.164,0.453
830.06,1,0,0.266,0.921
261.79,1,0,0.801,0.445
95.93,0,19,0.671,0.109
66.98,0,33,0.3,0.904
145.3,0,39,0.356,0.627
594.09,1,0,0.536,0.791
163.55,0,28,0.076,0.956
130.08,1,0,0.135,0.016
20.41,1,0,0.872,0.798
73.96,0,16,0.115,0.111
5.29,0,19,0.489,0.093
63.58,0,38,0.809,0.914
9.45,0,38,0.43,0.417
19.23,1,0,0.009,0.232
65.2,0,35,0.951,0.871
39.57,0,23,0.73,0.39
48.88,0,38,0.111,0.042
66.08,0,4,0.603,0.027
63.81,0,26,0.95,0.01
4.65,0,15,0.599,0.793
77.03,0,35,0.35,0.884
119.05,0,2,0.834,0.974
11.46,0,1,0.342,0.055
54.39,0,0,0.752,0.734
54.87,0,28,0.84,0.495
74.78,0,38,0.939,0.563
2.1,0,32,0.203,0.195
212.31,0,5,0.554,0.386
136.99,0,3,0.661,0.062
42.43,0,1,0.72,0.962
86.35,0,30,0.475,0.716
10.19,0,30,0.398,0.438
61.5,0,1,0.533,0.136
96.99,0,14,0.696,0.336
5.89,0,7,0.997,0.308
112.56,0,32,0.112,0.761
8.91,0,39,0.099,0.774
198.22,0,24,0.026,0.621
4.94,0,30,0.041,0.826
43.6,0,36,0.584,0.85
84.36,0,19,0.757,0.093
78.54,0,14,0.294,0.438
91.47,0,40,0.69,0.805
73.95,0,16,0.408,0.435
8.25,0,40,0.292,0.328
41.34,0,18,0.397,0.714
109.81,0,37,0.393,0.733
44.56,0,28,0.704,0.601
8.14,0,30,0.887,0.747
41.82,0,33,0.035,0.589
59.58,0,22,0.928,0.566
7.51,0,33,0.121,0.875
50.47,0,35,0.988,0.498
61.51,0,39,0.531,0.727
73.35,0,35,0.485,0.707
87.86,0,38,0.07,0.673
61.18,0,5,0.647,0.336
5.87,0,14,0.699,0.806
59.68,0,19,0.777,0.708
95.76,0,12,0.156,0.03
120.15,0,5,0.493,0.14
75.61,0,5,0.011,0.533
130.24,0,3,0.183,0.096
25.07,0,30,0.348,0.267
74.6,0,32,0.611,0.819
4.62,0,21,0.451,0.239
34.12,0,15,0.793,0.794
7.88,0,17,0.309,0.128
11.46,0,17,0.795,0.987
16.35,0,30,0.895,0.303
7.12,0,30,0.344,0.978
46.95,0,17,0.503,0.705
104.4,0,1,0.599,0.127
42.03,0,39,0.491,0.931
3.49,0,30,0.603,0.245
198.1,0,40,0.679,0.591
73.83,0,18,0.142,0.702
37.28,0,28,0.968,0.406
4.03,0,28,0.083,0.178
127.25,0,33,0.885,0.083
6.04,0,30,0.311,0.275
124.79,0,28,0.511,0.313
2.88,0,19,0.904,0.043
70.59,0,33,0.709,0.646
67.03,0,29,0.038,0.441
8.49,0,28,0.462,0.667
52.08,0,17,0.105,0.699
92.77,0,38,0.052,0.252
56.05,0,33,0.739,0.702
86.41,0,36,0.459,0.311
12.15,0,40,0.001,0.984
49.38,0,18,0.128,0.002
11.76,0,32,0.38,0.259
77.94,0,30,0.929,0.673
15.67,0,40,0.49,0.589
2.73,0,32,0.633,0.081
58.64,0,25,0.767,0.929
128.84,0,38,0.8,0.378
25.39,0,28,0.852,0.699
5.66,0,40,0.262,0.136
1.61,0,1,0.573,0.182
605.28,0,29,0.066,0.241
5.42,0,5,0.385,0.447
51.44,0,29,0.665,0.655
20.78,0,24,0.09,0.983
85.22,0,19,0.988,0.26
15.61,0,7,0.797,0.911
52.53,0,7,0.659,0.643
76.44,0,25,0.266,0.704
7.1,0,24,0.976,0.63
24.87,0,40,0.457,0.602
5.65,0,28,0.535,0.586
9.75,0,38,0.034,0.456
114.84,0,33,0.1,0.894
25.71,0,10,0.41,0.469
3.77,0,40,0.448,0.642
8.42,0,4,0.898,0.824
4.44,0,32,0.058,0.641
6.25,0,40,0.759,0.397
81.24,0,36,0.177,0.713
65.5,0,36,0.882,0.84
83.87,0,14,0.119,0.225
4.07,0,30,0.884,0.838
52.42,0,29,0.417,0.881
1.62,0,33,0.903,0.214
178.62,0,17,0.985,0.217
86.83,0,19,0.019,0.758
6.43,0,38,0.709,0.992
2.91,0,38,0.302,0.231
19.44,0,32,0.387,0.129
41.84,0,22,0.259,0.195
59.78,0,26,0.026,0.917
73.91,0,19,0.84,0.967
44.85,0,16,0.112,0.95
3.31,0,27,0.634,0.996
25.76,0,38,0.983,0.769
40.29,0,38,0.462,0.161
27.24,0,15,0.173,0.53
29.73,0,28,0.716,0.158
39.71,0,10,0.653,0.471
97.84,0,19,0.018,0.006
123.88,0,22,0.785,0.952
5.17,0,14,0.997,0.559
44.41,0,7,0.754,0.745
43.84,0,16,0.443,0.342
87.69,0,35,0.544,0.305
46.05,0,7,0.894,0.364
43.27,0,4,0.227,0.118
5.83,0,6,0.635,0.51
90.06,0,28,0.359,0.66
116.17,0,12,0.096,0.211
1.75,0,35,0.368,0.582
4.25,0,9,0.834,0.41
193.44,0,22,0.8,0.396
70.93,0,7,0.478,0.224
80.42,0,7,0.03,0.247
111.39,0,16,0.666,0.883
48.43,0,17,0.399,0.85
81.63,0,1,0.421,0.781
46.81,0,1,0.014,0.019
57.81,0,17,0.582,0.544
14.78,0,38,0.219,0.244
83.66,0,1,0.074,0.201
35.91,0,28,0.195,0.212
87.84,0,0,0.741,0.131
82.56,0,28,0.639,0.721
84.67,0,38,0.788,0.974
24.56,0,14,0.124,0.644
72.85,0,30,0.672,0.576
65.32,0,28,0.991,0.568
92.07,0,39,0.145,0.022
77.34,0,36,0.534,0.095
37.27,0,32,0.098,0.053
20.31,0,33,0.426,0.811
138.01,0,16,0.667,0.888
102.34,0,23,0.722,0.972
52.48,0,19,0.579,0.932
1.29,0,5,0.125,0.541
1.87,0,35,0.29,0.859
180.07,0,24,0.764,0.435
45.03,0,14,0.969,0.133
111.64,0,27,0.427,0.828
6.18,0,39,0.265,0.306
17.93,0,39,0.872,0.461
81.7,0,14,0.445,0.833
72.02,0,16,0.139,0.446
4.69,0,18,0.771,0.965
77.17,0,36,0.37,0.937
9.96,0,39,0.125,0.654
18.57,0,40,0.104,0.96
144.19,0,25,0.173,0.624
4.17,0,27,0.631,0.059
67.16,0,37,0.218,0.19
84.75,0,16,0.808,0.932
24.01,0,38,0.523,0.456
76.69,0,36,0.613,0.685
168.82,0,1,0.114,0.259
200.46,0,9,0.231,0.018
3.04,0,18,0.529,0.833
464.56,0,36,0.276,0.7
80.52,0,3,0.327,0.211
61.55,0,38,0.423,0.546
11.5,0,18,0.017,0.58
135.36,0,32,0.488,0.606
65.9,0,23,0.716,0.634
57.01,0,38,0.551,0.385
61.96,0,28,0.457,0.067
29.8,0,30,0.025,0.789
86.87,0,36,0.571,0.697
92.01,0,30,0.849,0.652
25.58,0,28,0.881,0.686
3.88,0,1,0.604,0.064
13.0,0,22,0.359,0.311
38.5,0,28,0.242,0.584
69.34,0,39,0.514,0.865
144.28,0,31,0.681,0.837
70.48,0,36,0.291,0.805
62.75,0,18,0.187,0.124
86.85,0,36,0.252,0.241
171.91,0,24,0.571,0.994
51.78,0,38,0.458,0.826
139.12,0,28,0.879,0.633
46.35,0,24,0.543,0.06
3.66,0,21,0.741,0.593
138.48,0,40,0.524,0.934
5.14,0,28,0.526,0.583
107.89,0,17,0.407,0.872
4.85,0,24,0.134,0.654
4.3,0,38,0.291,0.025
8.78,0,18,0.169,0.515
9.59,0,32,0.646,0.713
34.98,0,15,0.906,0.597
161.05,0,24,0.176,0.39
500.45,0,25,0.75,0.089
4.8,0,28,0.221,0.543
3.84,0,28,0.491,0.617
60.04,0,29,0.973,0.472
63.3,0,28,0.132,0.601
39.17,0,39,0.775,0.526
71.51,0,29,0.518,0.06
56.42,0,3,0.934,0.382
142.84,0,29,0.206,0.969
9.83,0,35,0.324,0.56
89.2,0,29,0.329,0.273
14.17,0,9,0.292,0.007
4.26,0,9,0.112,0.236
101.51,0,29,0.019,0.385
34.11,0,18,0.28,0.094
88.93,0,25,0.324,0.358
64.25,0,19,0.259,0.378
44.49,0,39,0.932,0.206
110.38,0,10,0.137,0.347
96.86,0,25,0.072,0.368
14.79,0,24,0.732,0.53
503.82,0,15,0.041,0.977
43.81,0,18,0.283,0.415
52.71,0,0,0.533,0.14
62.01,0,22,0.128,0.113
63.14,0,40,0.82,0.994
207.41,0,24,0.897,0.858
150.26,0,15,0.529,0.152
107.8,0,0,0.386,0.774
1.57,0,28,0.576,0.145
5.04,0,24,0.037,0.388
31.82,0,40,0.931,0.556
81.44,0,25,0.844,0.752
62.33,0,29,0.355,0.03
93.06,0,17,0.992,0.377
21.57,0,33,0.295,0.907
78.43,0,37,0.83,0.262
3.37,0,4,0.8,0.628
73.64,0,37,0.881,0.219
16.77,0,26,0.333,0.582
8.91,0,24,0.938,0.088
107.61,0,18,0.258,0.868
197.84,0,28,0.137,0.12
53.23,0,7,0.715,0.855
7.05,0,19,0.789,0.599
78.48,0,16,0.727,0.899
30.42,0,32,0.857,0.399
50.88,0,19,0.857,0.902
78.29,0,22,0.593,0.508
219.42,0,31,0.434,0.616
2.45,0,28,0.416,0.875
73.4,0,30,0.12,0.976
5.7,0,32,0.029,0.426
226.7,0,24,0.473,0.239
7.93,0,32,0.482,0.516
13.45,0,1,0.967,0.38
88.79,0,24,0.412,0.506
39.63,0,24,0.523,0.52
76.83,0,36,0.838,0.143
17.77,0,24,0.58,0.609
144.91,0,22,0.338,0.272
9.86,0,28,0.59,0.754
71.96,0,1,0.055,0.93
9.49,0,24,0.471,0.155
8.74,0,6,0.603,0.85
116.13,0,30,0.176,0.357
5.16,0,9,0.724,0.887
86.76,0,12,0.029,0.191
2149.16,0,12,0.855,0.835
65.63,0,16,0.914,0.907
57.28,0,39,0.05,0.022
17.4,0,17,0.798,0.257
43.17,0,7,0.637,0.002
46.97,0,24,0.26,0.388
101.25,0,16,0.369,0.736
29.12,0,1,0.61,0.897
2.81,0,39,0.312,0.854
55.55,0,5,0.54,0.447
165.16,0,16,0.375,0.571
43.43,0,14,0.252,0.223
8.88,0,32,0.298,0.628
90.94,0,19,0.689,0.123
107.06,0,29,0.466,0.123
59.22,0,14,0.321,0.76
74.39,0,36,0.935,0.233
143.79,0,29,0.509,0.466
6.86,0,39,0.07,0.915
70.92,0,32,0.543,0.823
109.31,0,29,0.728,0.708
5.28,0,1,0.974,0.336
3.9,0,1,0.563,0.522
8.67,0,18,0.191,0.848
7.14,0,32,0.546,0.116
138.29,0,19,0.226,0.304
4.41,0,28,0.854,0.83
73.44,0,36,0.656,0.784
81.44,0,37,0.672,0.084
33.0,0,28,0.753,0.143
76.29,0,33,0.741,0.764
1.82,0,38,0.88,0.645
69.34,0,25,0.947,0.461
12.14,0,28,0.961,0.562
120.36,0,22,0.474,0.734
83.86,0,4,0.777,0.752
18.19,0,1,0.832,0.146
23.56,0,15,0.335,0.415
13.83,0,18,0.153,0.823
64.73,0,28,0.626,0.191
2.45,0,28,0.907,0.269
103.07,0,28,0.554,0.91
74.24,0,7,0.657,0.018
1.67,0,17,0.141,0.522
39.2,0,40,0.305,0.27
6.89,0,28,0.515,0.849
28.01,0,28,0.762,0.818
78.79,0,36,0.028,0.358
8.63,0,32,0.447,0.234
1.45,0,18,0.21,0.856
31.82,0,21,0.223,0.831
1.16,0,39,0.422,0.56
10.73,0,18,0.293,0.027
10.06,0,19,0.419,0.98
139.88,0,39,0.305,0.177
43.88,0,32,0.569,0.108
53.69,0,19,0.12,0.795
141.56,0,0,0.119,0.068
12.72,0,28,0.82,0.351
7.76,0,2,0.011,0.14
9.75,0,32,0.863,0.164
16.9,0,28,0.43,0.323
37.58,0,18,0.735,0.199
13.0,0,28,0.068,0.327
55.65,0,37,0.474,0.615
81.81,0,14,0.983,0.81
124.88,0,40,0.823,0.636
97.03,0,16,0.811,0.189
37.97,0,24,0.147,0.612
36.43,0,5,0.34,0.364
119.5,0,5,0.617,0.106
86.84,0,31,0.204,0.517
51.67,0,24,0.632,0.951
39.55,0,4,0.471,0.376
61.91,0,18,0.003,0.765
54.86,0,28,0.389,0.494
35.51,0,29,0.744,0.572
9.47,0,40,0.922,0.669
123.41,0,40,0.934,0.62
41.15,0,30,0.986,0.543
47.08,0,0,0.608,0.211
44.51,0,1,0.295,0.498
60.36,0,40,0.584,0.929
103.35,0,32,0.094,0.67
91.29,0,22,0.073,0.984
28.02,0,25,0.181,0.711
109.66,0,0,0.291,0.529
92.19,0,23,0.903,0.059
34.72,0,18,0.996,0.7
84.9,0,7,0.822,0.526
102.99,0,29,0.948,0.139
75.43,0,14,0.331,0.602
2.44,0,35,0.061,0.994
50.64,0,40,0.376,0.644
68.37,0,38,0.104,0.642
112.01,0,3,0.767,0.142
171.49,0,28,0.106,0.474
5.71,0,39,0.044,0.958
7.06,0,10,0.431,0.552
4.68,0,18,0.225,0.876
8.31,0,15,0.829,0.854
77.33,0,28,0.821,0.865
157.57,0,26,0.907,0.703
70.96,0,10,0.59,0.732
2.82,0,40,0.901,0.642
42.73,0,28,0.351,0.251
14.85,0,30,0.254,0.926
11.15,0,15,0.619,0.66
117.31,0,18,0.169,0.994
70.54,0,37,0.415,0.164
4.57,0,27,0.644,0.432
22.6,0,1,0.132,0.134
6.51,0,28,0.402,0.843
29.35,0,38,0.036,0.286
90.61,0,38,0.706,0.81
7.66,0,28,0.023,0.864
5.14,0,31,0.471,0.52
394.38,0,22,0.221,0.394
55.46,0,32,0.939,0.27
44.17,0,39,0.515,0.705
3.33,0,7,0.864,0.476
91.34,0,5,0.529,0.67
111.06,0,15,0.679,0.105
66.83,0,29,0.992,0.73
37.76,0,24,0.355,0.285
17.3,0,24,0.517,0.442
38.92,0,19,0.147,0.75
39.9,0,32,0.626,0.094
52.44,0,3,0.544,0.418
31.7,0,32,0.513,0.076
251.69,0,38,0.608,0.782
16.54,0,0,0.382,0.892
36.93,0,1,0.177,0.9
63.24,0,7,0.764,0.33
22.29,0,10,0.466,0.409
173.98,0,32,0.52,0.591
63.25,0,24,0.716,0.426
8.64,0,19,0.513,0.288
46.98,0,40,0.846,0.335
27.61,0,28,0.61,0.192
204.68,0,0,0.446,0.757
73.76,0,25,0.643,0.353
59.26,0,18,0.84,0.913
7.87,0,31,0.499,0.425
71.19,0,29,0.558,0.525
34.55,0,2,0.843,0.852
2.67,0,33,0.656,0.586
5.78,0,19,0.514,0.142
90.43,0,29,0.964,0.901
1.33,0,28,0.521,0.888
38.83,0,17,0.097,0.398
65.78,0,38,0.641,0.55
214.98,0,24,0.862,0.072
32.98,0,37,0.89,0.045
199.02,0,14,0.898,0.611
41.62,0,40,0.049,0.677
71.9,0,38,0.584,0.956
101.02,0,16,0.801,0.302
6.8,0,5,0.736,0.42
145.59,0,36,0.287,0.845
88.35,0,14,0.049,0.969
74.86,0,4,0.785,0.987
71.41,0,28,0.702,0.343
145.81,0,25,0.903,0.424
62.21,0,24,0.328,0.425
34.99,0,18,0.687,0.313
230.43,0,24,0.848,0.58
58.46,0,9,0.714,0.545
78.77,0,19,0.036,0.709
92.3,0,39,0.275,0.839
84.56,0,39,0.424,0.146
17.66,0,7,0.391,0.097
63.45,0,28,0.242,0.627
6.36,0,19,0.04,0.789
32.11,0,36,0.672,0.021
145.72,0,16,0.868,0.301
136.2,0,25,0.0,0.255
83.12,0,0,0.995,0.887
59.2,0,25,0.285,0.091
6.44,0,30,0.314,0.585
20.69,0,39,0.558,0.989
12.65,0,2,0.075,0.82
3.5,0,7,0.163,0.63
34.81,0,19,0.666,0.889
161.68,0,1,0.622,0.015
66.42,0,38,0.98,0.73
1.84,0,7,0.692,0.434
4.68,0,24,0.202,0.879
24.08,0,28,0.949,0.611
8.12,0,33,0.91,0.926
11.75,0,21,0.752,0.953
33.1,0,24,0.143,0.556
68.32,0,32,0.508,0.177
23.86,0,26,0.343,0.534
103.37,0,4,0.741,0.8
66.94,0,10,0.24,0.452
37.17,0,18,0.184,0.336
57.99,0,19,0.836,0.699
14.18,0,22,0.599,0.021
27.24,0,38,0.07,0.041
14.47,0,40,0.556,0.828
7.78,0,10,0.558,0.459
93.42,0,10,0.985,0.855
62.78,0,29,0.435,0.822
50.04,0,1,0.315,0.302
88.07,0,25,0.584,0.647
30.84,0,40,0.979,0.395
55.15,0,6,0.934,0.943
1.51,0,17,0.371,0.326
19.66,0,33,0.989,0.27
15.2,0,18,0.247,0.679
20.8,0,15,0.918,0.031
72.29,0,39,0.659,0.438
6.82,0,22,0.646,0.13
43.74,0,1,0.267,0.523
80.78,0,18,0.618,0.82
117.08,0,19,0.985,0.066
50.08,0,23,0.374,0.794
66.73,0,29,0.487,0.914
6.17,0,26,0.74,0.048
34.08,0,29,0.311,0.504
96.85,0,28,0.918,0.712
2.83,0,1,0.872,0.674
45.34,0,19,0.68,0.199
133.83,0,15,0.773,0.371
5.99,0,6,0.276,0.117
111.81,0,36,0.063,0.451
40.85,0,16,0.59,0.783
99.44,0,1,0.022,0.069
35.79,0,16,0.549,0.298
5.35,0,18,0.293,0.236
5.42,0,14,0.896,0.824
40.14,0,10,0.562,0.678
49.16,0,30,0.491,0.231
384.25,0,39,0.918,0.059
4.74,0,32,0.151,0.518
7.1,0,30,0.129,0.712
54.22,0,15,0.798,0.882
15.31,0,10,0.838,0.478
65.71,0,0,0.301,0.17
38.69,0,32,0.363,0.715
7.73,0,6,0.449,0.728
100.81,0,39,0.123,0.664
48.59,0,18,0.127,0.878
32.17,0,33,0.608,0.772
52.05,0,40,0.546,0.606
60.03,0,33,0.603,0.882
59.36,0,1,0.11,0.168
69.5,0,40,0.619,0.873
51.64,0,31,0.868,0.779
1.56,0,39,0.926,0.661
21.92,0,18,0.96,0.806
71.69,0,24,0.905,0.52
1.44,0,15,0.466,0.219
153.83,0,28,0.122,0.664
50.05,0,29,0.274,0.688
44.84,0,19,0.746,0.485
121.12,0,36,0.673,0.907
114.09,0,2,0.156,0.955
70.81,0,9,0.451,0.744
195.99,0,39,0.668,0.419
40.65,0,40,0.203,0.949
68.5,0,31,0.773,0.934
10.17,0,7,1.0,0.974
2.97,0,28,0.453,0.031
70.0,0,23,0.53,0.438
135.3,0,22,0.141,0.503
11.43,0,24,0.352,0.201
33.34,0,32,0.477,0.927
507.4,0,25,0.442,0.632
1.72,0,38,0.711,0.348
124.44,0,1,0.714,0.238
100.44,0,10,0.885,0.677
47.18,0,38,0.219,0.586
64.62,0,36,0.163,0.78
95.49,0,22,0.336,0.861
3.34,0,28,0.377,0.868
78.82,0,24,0.941,0.846
15.46,0,5,0.525,0.49
4.8,0,18,0.73,0.851
36.99,0,19,0.578,0.885
9.63,0,0,0.183,0.068
11.26,0,17,0.438,0.411
166.99,0,38,0.021,0.331
28.62,0,24,0.788,0.066
2.06,0,28,0.541,0.299
81.93,0,23,0.837,0.739
5.15,0,28,0.028,0.509
111.5,0,32,0.907,0.429
8.17,0,38,0.975,0.96
169.78,0,2,0.584,0.022
31.11,0,28,0.407,0.512
75.2,0,36,0.143,0.42
4.11,0,32,0.389,0.86
67.74,0,39,0.207,0.302
40.84,0,23,0.343,0.536
52.74,0,21,0.832,0.679
93.81,0,35,0.439,0.161
77.71,0,29,0.659,0.723
69.22,0,28,0.531,0.629
62.6,0,18,0.846,0.131
67.23,0,22,0.712,0.396
111.82,0,15,0.319,0.029
160.01,0,18,0.313,0.033
92.12,0,24,0.3,0.952
6.48,0,32,0.674,0.211
5.53,0,5,0.346,0.507
53.87,0,32,0.272,0.357
45.68,0,29,0.633,0.819
186.56,0,39,0.537,0.051
8.87,0,5,0.873,0.491
9.71,0,10,0.378,0.445
41.67,0,28,0.788,0.219
11.5,0,40,0.701,0.026
7.91,0,39,0.315,0.03
121.18,0,22,0.835,0.564
29.52,0,38,0.406,0.322
9.24,0,14,0.902,0.703
10.7,0,40,0.256,0.765
88.23,0,30,0.467,0.595
3.97,0,0,0.233,0.004
86.96,0,22,0.74,0.764
59.69,0,38,0.486,0.832
68.12,0,39,0.161,0.294
542.59,0,14,0.182,0.678
43.05,0,29,0.975,0.236
1.05,0,15,0.843,0.684
3.22,0,40,0.969,0.999
65.63,0,17,0.868,0.202
97.37,0,29,0.285,0.485
69.7,0,1,0.164,0.664
74.67,0,19,0.391,0.212
95.73,0,37,0.181,0.188
55.43,0,0,0.245,0.078
144.43,0,28,0.42,0.587
94.61,0,19,0.699,0.162
21.42,0,7,0.655,0.698
99.96,0,5,0.687,0.337
23.57,0,40,0.744,0.418
106.47,0,29,0.296,0.965
78.91,0,35,0.301,0.972
93.73,0,38,0.08,0.003
99.69,0,25,0.814,0.068
91.96,0,7,0.004,0.545
96.12,0,16,0.874,0.1
61.76,0,5,0.845,0.803
21.14,0,33,0.609,0.3
94.94,0,37,0.23,0.381
10.64,0,14,0.979,0.777
42.28,0,9,0.444,0.689
2.09,0,17,0.996,0.124
135.37,0,15,0.777,0.563
137.91,0,7,0.604,0.541
73.37,0,28,0.954,0.191
52.33,0,18,0.213,0.268
139.74,0,1,0.321,0.835
1.42,0,26,0.113,0.263
102.22,0,28,0.397,0.654
70.99,0,35,0.556,0.815
1.34,0,15,0.373,0.302
112.81,0,3,0.77,0.041
48.46,0,16,0.12,0.279
63.47,0,30,0.489,0.234
74.51,0,33,0.616,0.406
69.8,0,32,0.352,0.335
3.52,0,19,0.594,0.862
155.28,0,14,0.854,0.962
54.13,0,15,0.636,0.836
68.63,0,30,0.316,0.673
3.14,0,14,0.966,0.677
33.04,0,25,0.81,0.162
2.16,0,15,0.676,0.878
52.36,0,33,0.561,0.527
5.16,0,33,0.798,0.084
76.47,0,24,0.013,0.358
34.05,0,32,0.958,0.814
76.73,0,25,0.851,0.459
1.86,0,7,0.111,0.605
26.14,0,33,0.852,0.416
24.02,0,40,0.144,0.567
43.65,0,33,0.659,0.22
6.53,0,40,0.986,0.313
107.56,0,38,0.55,0.49
75.87,0,25,0.284,0.786
58.21,0,32,0.828,0.266
1.78,0,28,0.651,0.97
7.34,0,19,0.557,0.732
19.84,0,28,0.556,0.171
75.17,0,25,0.435,0.853
7.08,0,1,0.203,0.056
25.97,0,30,0.279,0.347
50.2,0,28,0.947,0.356
39.35,0,24,0.284,0.02
20.41,0,26,0.303,0.274
8.44,0,32,0.747,0.296
9.79,0,28,0.353,0.624
79.66,0,22,0.608,0.725
8.33,0,9,0.869,0.884
103.12,0,40,0.035,0.73
69.92,0,25,0.427,0.927
5.9,0,18,0.118,0.902
60.15,0,3,0.869,0.338
95.33,0,7,0.843,0.238
2.5,0,15,0.971,0.66
75.38,0,16,0.676,0.755
15.16,0,19,0.845,0.794
52.29,0,14,0.314,0.847
25.11,0,24,0.371,0.913
3.71,0,19,0.522,0.626
8.09,0,10,0.244,0.147
77.01,0,36,0.678,0.024
1.96,0,22,0.216,0.805
4.97,0,39,0.107,0.089
56.61,0,15,0.672,0.484
47.42,0,38,0.336,0.811
81.81,0,26,0.597,0.103
3.62,0,0,0.324,0.803
25.01,0,28,0.958,0.915
82.98,0,28,0.581,0.883
53.64,0,29,0.47,0.125
64.81,0,38,0.515,0.453
37.08,0,38,0.891,0.203
6.44,0,18,0.183,0.586
3.08,0,18,0.483,0.851
123.09,0,14,0.652,0.743
4.9,0,0,0.511,0.605
14.92,0,24,0.763,0.044
852.81,0,0,0.35,0.317
14.29,0,38,0.495,0.082
110.54,0,40,0.611,0.954
77.12,0,36,0.772,0.366
9.65,0,38,0.371,0.031
1.29,0,24,0.213,0.625
54.65,0,9,0.579,0.831
29.26,0,22,0.926,0.17
50.71,0,14,0.314,0.58
99.38,0,18,0.881,0.254
57.32,0,29,0.471,0.994
21.97,0,12,0.716,0.528
9.51,0,22,0.895,0.122
4.43,0,19,0.088,0.555
122.52,0,36,0.48,0.873
2.8,0,21,0.026,0.111
86.98,0,39,0.379,0.855
57.04,0,18,0.684,0.037
64.64,0,24,0.764,0.47
39.96,0,32,0.72,0.213
221.28,0,24,0.8,0.606
100.36,0,25,0.548,0.114
93.67,0,3,0.91,0.317
2.53,0,1,0.409,0.942
119.44,0,25,0.375,0.729
7.16,0,6,0.693,0.233
88.62,0,1,0.87,0.969
50.89,0,0,0.544,0.883
40.89,0,15,0.268,0.428
68.89,0,9,0.41,0.639
61.88,0,14,0.229,0.358
115.91,0,36,0.072,0.856
5.13,0,17,0.498,0.475
9.56,0,14,0.863,0.263
52.46,0,1,0.408,0.961
44.83,0,17,0.72,0.693
230.75,0,24,0.7,0.2
24.41,0,7,0.501,0.323
7.54,0,1,0.769,0.98
67.96,0,29,0.528,0.417
6.72,0,7,0.066,0.408
54.6,0,14,0.417,0.684
65.29,0,6,0.188,0.286
22.19,0,38,0.573,0.039
110.49,0,9,0.628,0.066
94.22,0,25,0.029,0.575
102.53,0,16,0.564,0.452
5.32,0,30,0.069,0.727
187.26,0,28,0.667,0.123
73.52,0,15,0.493,0.612
107.79,0,40,0.118,0.291
52.72,0,16,0.751,0.042
127.06,0,40,0.383,0.077
250.82,0,24,0.231,0.425
