amt,is_fraud,user_id,latitudinal_distance,longitudinal_distance
6.78,0,15,0.623,0.062
68.81,0,10,0.74,0.239
77.25,0,12,0.516,0.418
98.47,0,11,0.785,0.373
8.6,0,12,0.897,0.495
77.27,0,12,0.077,0.047
65.36,0,4,0.838,0.401
98.29,0,13,0.128,0.245
82.13,0,11,0.222,0.068
99.99,0,9,0.114,0.231
3.64,0,10,0.953,0.241
615.43,0,12,0.79,0.599
8.84,0,0,0.1,0.448
63.28,0,15,0.111,0.467
28.29,0,0,0.024,0.402
23.25,0,11,0.807,0.238
2.14,0,0,0.207,0.913
43.02,0,9,0.014,0.982
17.64,0,0,0.427,0.801
56.38,0,9,0.592,0.093
21.43,0,11,0.58,0.591
96.45,0,9,0.221,0.45
1.58,0,0,0.11,0.311
53.79,0,13,0.658,0.668
3.42,0,1,0.54,0.04
133.16,0,6,0.186,0.344
67.71,0,15,0.047,0.452
18.17,0,12,0.517,0.029
1.51,0,15,0.908,0.517
13.29,0,0,0.439,0.414
70.88,0,1,0.438,0.97
15.92,0,5,0.156,0.094
8.34,0,5,0.828,0.24
30.59,0,15,0.75,0.268
35.92,0,15,0.642,0.064
257.35,0,5,0.655,0.415
68.68,0,5,0.993,0.306
39.44,0,0,0.601,0.986
101.31,0,13,0.682,0.813
106.84,0,6,0.316,0.925
56.17,0,11,0.961,0.548
64.02,0,9,0.768,0.172
108.14,0,11,0.744,0.319
5.02,0,12,0.562,0.016
138.4,0,5,0.914,0.332
2.59,0,12,0.479,0.726
78.26,0,11,0.947,0.63
75.35,0,5,0.679,0.717
91.05,0,15,0.785,0.95
78.24,0,1,0.332,0.103
8.44,0,5,0.638,0.847
8.25,0,12,0.156,0.212
4.42,0,11,0.655,0.375
2.1,0,15,0.14,0.444
84.79,0,13,0.333,0.107
67.56,0,3,0.872,0.369
158.97,0,0,0.259,0.045
59.89,0,13,0.175,0.448
76.03,0,15,0.151,0.404
2.39,0,15,0.138,0.684
33.51,0,1,0.584,0.646
45.9,0,13,0.055,0.022
8.16,0,12,0.323,0.956
51.05,0,1,0.363,0.504
4.83,0,10,0.692,0.178
195.28,0,11,0.322,0.046
20.08,0,10,0.99,0.319
98.66,0,13,0.147,0.203
132.64,0,7,0.234,0.981
152.24,0,14,0.598,0.526
97.52,0,13,0.861,0.621
9.56,0,10,0.084,0.117
104.01,0,10,0.674,0.891
35.2,0,13,0.577,0.369
55.51,0,2,0.868,0.977
145.85,0,12,0.567,0.014
7.68,0,1,0.656,0.587
18.66,0,14,0.264,0.924
61.52,0,9,0.246,0.114
52.44,0,8,0.602,0.635
126.72,0,11,0.852,0.543
84.86,0,13,0.73,0.55
37.97,0,1,0.812,0.564
10.2,0,6,0.387,0.375
1.48,0,12,0.553,0.266
9.47,0,8,0.677,0.328
40.53,0,9,0.995,0.535
85.13,0,11,0.166,0.686
38.63,0,1,0.184,0.282
2.2,0,15,0.163,0.259
136.17,0,1,0.613,0.28
529.01,0,13,0.298,0.018
16.93,0,14,0.398,0.448
26.08,0,7,0.642,0.059
679.63,0,12,0.586,0.401
82.31,0,10,0.445,0.922
5.79,0,14,0.055,0.866
45.11,0,1,0.344,0.621
57.13,0,4,0.796,0.279
46.64,0,5,0.485,0.688
60.27,0,11,0.468,0.252
4.17,0,6,0.647,0.529
32.68,0,3,0.376,0.68
4.39,0,9,0.133,0.171
38.34,0,3,0.557,0.143
57.73,0,5,0.028,0.319
51.04,0,12,0.676,0.105
50.35,0,5,0.653,0.174
71.54,0,11,0.614,0.837
10.58,0,1,0.942,0.454
74.96,0,3,0.433,0.828
54.93,0,11,0.511,0.805
12.03,0,5,0.472,0.597
16.17,0,15,0.562,0.873
22.36,0,9,0.779,0.704
153.82,0,0,0.233,0.485
501.33,0,13,0.817,0.406
54.26,0,0,0.996,0.771
87.05,0,13,0.362,0.183
70.78,0,0,0.466,0.904
26.58,0,15,0.482,0.824
3.93,0,12,0.288,0.804
252.52,0,1,0.18,0.608
92.46,0,1,0.474,0.717
7.16,0,9,0.621,0.625
91.09,0,0,0.185,0.001
3.38,0,4,0.851,0.717
53.92,0,11,0.725,0.163
58.62,0,0,0.709,0.466
53.74,0,15,0.676,0.728
6.25,0,14,0.839,0.902
3.41,0,7,0.573,0.563
395.95,0,11,0.331,0.527
92.16,0,11,0.66,0.268
63.27,0,1,0.014,0.208
65.66,0,5,0.335,0.62
6.62,0,9,0.224,0.528
72.15,0,7,0.636,0.669
57.13,0,12,0.702,0.113
46.81,0,2,0.892,0.861
30.15,0,13,0.813,0.431
98.81,0,13,0.693,0.053
99.68,0,1,0.352,0.431
6.88,0,5,0.913,0.403
34.06,0,7,0.221,0.666
77.65,0,12,0.583,0.927
70.93,0,5,0.154,0.599
110.51,0,7,0.717,0.25
128.62,0,8,0.955,0.963
43.25,0,9,0.644,0.547
41.06,0,9,0.972,0.867
80.33,0,2,0.364,0.973
1.97,0,2,0.459,0.317
4.3,0,12,0.713,0.162
1.11,0,7,0.076,0.209
17.5,0,7,0.891,0.748
159.89,0,11,0.361,0.351
103.85,0,11,0.238,0.496
46.2,0,5,0.8,0.335
50.03,0,3,0.314,0.839
16.52,0,7,0.695,0.259
5.63,0,5,0.373,0.959
5.78,0,0,0.015,0.947
45.68,0,12,0.704,0.027
63.72,0,1,0.112,0.342
8.29,0,5,0.863,0.231
66.01,0,1,0.889,0.838
4.13,0,6,0.866,0.04
53.02,0,2,0.003,0.409
4.32,0,15,0.373,0.151
77.2,0,15,0.0,0.275
177.58,0,8,0.324,0.725
18.37,0,11,0.997,0.399
91.58,0,13,0.01,0.945
46.92,0,4,0.728,0.035
7.15,0,6,0.814,0.858
66.86,0,15,0.36,0.67
88.05,0,7,0.111,0.415
717.87,0,10,0.752,0.768
125.36,0,5,0.412,0.672
48.05,0,7,0.545,0.728
6.63,0,5,0.019,0.353
123.02,0,12,0.684,0.784
23.63,0,11,0.695,0.764
3.0,0,9,0.106,0.716
42.6,0,13,0.958,0.167
32.7,0,13,0.132,0.205
8.4,0,12,0.066,0.824
64.93,0,1,0.668,0.543
147.39,0,1,0.829,0.82
50.19,0,14,0.259,0.739
5.26,0,0,0.171,0.836
85.41,0,13,0.331,0.279
7.58,0,15,0.933,0.738
66.43,0,13,0.415,0.368
95.78,0,0,0.225,0.047
5.29,0,4,0.568,0.619
105.38,0,2,0.861,0.104
48.04,0,7,0.629,0.414
24.28,0,11,0.387,0.668
192.85,0,12,0.821,0.367
44.69,0,12,0.226,0.27
9.94,0,12,0.978,0.776
34.75,0,14,0.964,0.555
2.64,0,15,0.72,0.607
54.07,0,13,0.471,0.859
9.23,0,6,0.666,0.043
47.94,0,6,0.374,0.73
27.83,0,1,0.759,0.346
20.11,0,12,0.201,0.5
59.41,0,0,0.222,0.202
34.97,0,9,0.224,0.612
44.86,0,15,0.72,0.151
2.8,0,15,0.923,0.231
18.71,0,12,0.774,0.487
83.37,0,13,0.878,0.462
115.04,0,12,0.605,0.464
59.35,0,1,0.514,0.458
58.89,0,7,0.009,0.601
88.25,0,3,0.943,0.138
67.19,0,2,0.104,0.211
5.75,0,1,0.282,0.8
82.29,0,0,0.626,0.484
50.33,0,3,0.331,0.462
3.57,0,11,0.84,0.66
2.87,0,5,0.251,0.785
4.25,0,5,0.891,0.063
44.64,0,12,0.744,0.478
25.51,0,11,0.507,0.124
37.25,0,12,0.882,0.413
97.21,0,13,0.888,0.516
11.42,0,15,0.021,0.272
24.27,0,5,0.768,0.792
4.17,0,9,0.504,0.878
17.41,0,7,0.514,0.52
44.87,0,0,0.93,0.964
19.62,0,5,0.371,0.735
8.19,0,4,0.024,0.793
6.05,0,15,0.525,0.598
14.35,0,9,0.547,0.548
1.31,0,5,0.156,0.309
83.26,0,1,0.303,0.44
14.93,0,10,0.366,0.393
5.55,0,7,0.495,0.598
6.21,0,8,0.579,0.232
31.23,0,11,0.775,0.614
165.97,0,5,0.559,0.317
98.35,0,14,0.721,0.303
7.18,0,15,0.36,0.293
15.59,0,8,0.184,0.44
28.43,0,7,0.544,0.747
24.63,0,15,0.069,0.094
9.98,0,15,0.658,0.366
61.87,0,1,0.484,0.322
98.47,0,11,0.826,0.816
60.02,0,15,0.16,0.872
24.83,0,8,0.222,0.493
6.92,0,7,0.869,0.317
9.67,0,15,0.006,0.01
33.32,0,11,0.997,0.283
35.77,0,0,0.185,0.243
79.15,0,13,0.197,0.621
42.08,0,0,0.755,0.332
72.22,0,3,0.704,0.384
65.44,0,5,0.399,0.23
46.09,0,1,0.311,0.958
3.98,0,1,0.894,0.383
3.07,0,7,0.218,0.581
73.53,0,11,0.537,0.759
58.87,0,15,0.329,0.322
48.73,0,14,0.002,0.217
105.54,0,2,0.186,0.351
6.48,0,15,0.292,0.565
78.95,0,6,0.54,0.353
5.49,0,1,0.266,0.467
54.43,0,14,0.237,0.886
133.07,0,0,0.066,0.638
100.9,0,13,0.903,0.616
92.83,0,13,0.415,0.329
9.88,0,14,0.336,0.346
53.65,0,0,0.459,0.093
138.19,0,7,0.448,0.475
65.3,0,14,0.989,0.586
117.34,0,12,0.062,0.475
101.27,0,13,0.22,0.105
100.01,0,1,0.31,0.414
8.72,0,2,0.365,0.839
52.74,0,14,0.697,0.956
564.53,0,13,0.452,0.579
44.3,0,1,0.909,0.21
187.92,0,2,0.194,0.522
2.41,0,14,0.925,0.637
35.09,0,0,0.812,0.703
57.58,0,3,0.348,0.961
78.57,0,13,0.626,0.635
67.47,0,13,0.375,0.025
31.09,0,1,0.282,0.374
90.58,0,11,0.145,0.767
438.69,0,13,0.681,0.89
4.16,0,0,0.957,0.437
62.43,0,4,0.568,0.649
21.19,0,5,0.345,0.792
169.83,0,9,0.964,0.234
32.62,0,5,0.71,0.432
190.49,0,4,0.709,0.637
68.29,0,13,0.654,0.185
140.97,0,12,0.336,0.134
7.06,0,0,0.959,0.854
43.78,0,0,0.968,0.788
27.84,0,15,0.983,0.741
22.95,0,9,0.481,0.592
549.47,0,13,0.576,0.143
212.31,0,9,0.942,0.8
4.07,0,1,0.57,0.027
6.22,0,12,0.467,0.745
81.5,0,11,0.987,0.293
45.73,0,15,0.481,0.157
5.33,0,7,0.28,0.922
75.17,0,0,0.901,0.398
19.37,0,14,0.838,0.022
4.52,0,11,0.56,0.302
31.83,0,3,0.023,0.173
98.84,0,13,0.789,0.52
42.36,0,1,0.603,0.755
85.89,0,11,0.239,0.507
54.2,0,8,0.269,0.975
85.84,0,12,0.691,0.361
2.9,0,11,0.001,0.124
66.88,0,3,0.181,0.163
797.1,0,0,0.769,0.635
71.1,0,6,0.405,0.07
172.83,0,4,0.879,0.802
20.68,0,5,0.976,0.606
127.18,0,14,0.354,0.999
5.84,0,0,0.029,0.971
68.98,0,1,0.572,0.049
5.88,0,14,0.568,0.932
139.33,0,6,0.264,0.066
125.6,0,8,0.368,0.125
87.63,0,3,0.222,0.086
9.1,0,11,0.52,0.059
90.85,0,13,0.104,0.971
5.86,0,12,0.032,0.299
126.29,0,12,0.153,0.342
4.62,0,7,0.307,0.271
39.33,0,13,0.289,0.127
1.57,0,11,0.357,0.44
82.54,0,0,0.487,0.694
101.8,0,11,0.395,0.792
8.96,0,11,0.505,0.258
8.19,0,11,0.311,0.582
4.03,0,12,0.231,0.952
40.75,0,4,0.057,0.435
6.38,0,15,0.025,0.669
63.41,0,14,0.172,0.289
59.81,0,9,0.256,0.84
24.36,0,4,0.042,0.488
57.47,0,14,0.251,0.804
74.79,0,13,0.215,0.567
146.43,0,10,0.792,0.762
6.83,0,1,0.579,0.928
65.27,0,14,0.882,0.85
70.4,0,12,0.606,0.186
77.73,0,3,0.664,0.748
19.69,0,5,0.187,0.439
20.8,0,0,0.231,0.83
4.24,0,9,0.576,0.752
55.68,0,13,0.654,0.571
28.01,0,1,0.304,0.061
16.11,0,0,0.726,0.884
113.74,0,7,0.908,0.414
593.23,0,7,0.105,0.229
5.08,0,10,0.458,0.962
40.64,0,14,0.248,0.453
75.46,0,9,0.949,0.32
6.87,0,1,0.962,0.328
5.41,0,7,0.391,0.209
91.04,0,11,0.461,0.673
3.24,0,1,0.238,0.479
3.63,0,11,0.656,0.925
115.45,0,9,0.853,0.372
135.58,0,5,0.567,0.134
73.46,0,2,0.668,0.752
39.58,0,1,0.955,0.992
91.12,0,12,0.889,0.343
25.41,0,0,0.92,0.331
9.23,0,11,0.652,0.244
5.28,0,15,0.374,0.976
36.49,0,11,0.944,0.366
179.6,0,0,0.805,0.362
38.82,0,7,0.001,0.915
117.28,0,7,0.15,0.116
85.49,0,3,0.054,0.432
462.59,0,4,0.742,0.431
37.37,0,5,0.063,0.821
1.24,0,0,0.483,0.77
72.09,0,9,0.473,0.137
20.0,0,4,0.443,0.107
19.55,0,12,0.803,0.379
3.71,0,0,0.645,0.867
2.9,0,8,0.725,0.422
151.0,0,7,0.86,0.381
24.78,0,2,0.911,0.744
138.28,0,10,0.433,0.843
66.4,0,1,0.695,0.659
119.8,0,13,0.561,0.957
59.84,0,14,0.624,0.091
40.65,0,2,0.235,0.864
380.75,0,7,0.063,0.698
55.91,0,12,0.838,0.419
130.38,0,7,0.17,0.224
46.9,0,12,0.957,0.232
130.5,0,12,0.31,0.083
71.11,0,7,0.766,0.051
89.9,0,11,0.385,0.027
53.64,0,8,0.546,0.063
37.96,0,7,0.549,0.259
71.7,0,12,0.101,0.798
2.63,0,5,0.935,0.654
8.52,0,7,0.183,0.943
23.54,0,4,0.93,0.276
4.67,0,0,0.37,0.805
83.39,0,11,0.2,0.541
33.59,0,1,0.074,0.798
4.03,0,6,0.389,0.567
9.83,0,2,0.117,0.789
65.21,0,13,0.32,0.871
30.3,0,12,0.799,0.447
5.03,0,6,0.852,0.173
68.73,0,12,0.919,0.485
105.11,0,12,0.023,0.732
84.48,0,14,0.909,0.145
21.28,0,14,0.109,0.927
4.31,0,0,0.087,0.264
75.2,0,3,0.239,0.385
6.34,0,12,0.751,0.002
289.03,0,6,0.043,0.274
50.87,0,12,0.527,0.938
1.68,0,12,0.336,0.069
49.64,0,11,0.944,0.234
2.6,0,0,0.185,0.704
76.89,0,12,0.078,0.117
7.17,0,7,0.663,0.922
64.06,0,15,0.761,0.983
33.56,0,3,0.683,0.268
100.87,0,1,0.538,0.518
7.78,0,7,0.848,0.185
65.49,0,1,0.675,0.604
1.02,0,0,0.469,0.945
58.44,0,2,0.758,0.225
39.37,0,7,0.323,0.026
9.02,0,1,0.208,0.178
96.49,0,3,0.51,0.121
56.78,0,10,0.971,0.206
88.77,0,5,0.494,0.062
8.31,0,1,0.59,0.097
19.3,0,11,0.697,0.695
81.7,0,1,0.959,0.959
50.64,0,3,0.963,0.485
150.47,0,9,0.145,0.369
8.48,0,1,0.027,0.389
86.97,0,13,0.355,0.611
36.82,0,7,0.813,0.406
76.95,0,10,0.553,0.021
2.1,0,12,0.328,0.755
6.99,0,12,0.765,0.235
2.17,0,11,0.148,0.964
18.54,0,0,0.645,0.368
9.74,0,0,0.515,0.849
75.88,0,3,0.193,0.692
6.52,0,0,0.017,0.296
7.73,0,0,0.307,0.909
91.41,0,1,0.491,0.774
59.46,0,12,0.727,0.972
38.44,0,12,0.148,0.43
35.37,0,11,0.309,0.714
75.53,0,13,0.903,0.062
55.15,0,10,0.257,0.35
174.71,0,6,0.689,0.271
25.95,0,15,0.86,0.151
2.71,0,0,0.26,0.618
7.55,0,0,0.881,0.592
9.83,0,11,0.11,0.17
14.86,0,2,0.354,0.15
72.7,0,7,0.202,0.76
7.23,0,7,0.891,0.588
2.33,0,7,0.99,0.998
9.27,0,11,0.499,0.484
12.45,0,9,0.778,0.789
124.76,0,7,0.292,0.397
5.44,0,7,0.97,0.754
5.23,0,7,0.372,0.155
43.43,0,0,0.259,0.934
30.45,0,7,0.537,0.602
147.55,0,12,0.447,0.005
53.88,0,0,0.716,0.672
65.21,0,5,0.937,0.104
4.24,0,8,0.818,0.124
124.79,0,1,0.193,0.011
9.96,0,1,0.232,0.264
6.15,0,12,0.582,0.508
1.12,0,1,0.322,0.69
71.11,0,14,0.875,0.228
64.16,0,13,0.435,0.915
68.25,0,15,0.629,0.55
106.73,0,10,0.167,0.894
150.1,0,12,0.185,0.044
15.8,0,14,0.343,0.01
88.65,0,2,0.488,0.231
30.77,0,12,0.327,0.802
40.15,0,7,0.09,0.52
91.84,0,3,0.637,0.948
60.45,0,12,0.059,0.428
2.47,0,15,0.457,0.233
8.97,0,9,0.875,0.027
18.9,0,12,0.284,0.427
3.62,0,0,0.379,0.894
1317.65,0,11,0.309,0.488
67.09,0,12,0.889,0.719
1.05,0,0,0.143,0.006
7.48,0,0,0.781,0.358
51.0,0,13,0.088,0.628
10.0,0,4,0.309,0.114
84.68,0,15,0.354,0.341
54.04,0,12,0.645,0.53
60.28,0,3,0.049,0.546
92.59,0,10,0.43,0.269
28.94,0,11,0.801,0.637
24.01,0,5,0.952,0.724
9.61,0,12,0.806,0.835
60.7,0,15,0.118,0.027
24.92,0,2,0.416,0.221
67.84,0,6,0.986,0.574
87.9,0,0,0.538,0.4
49.86,0,13,0.225,0.668
120.38,0,5,0.549,0.98
3.28,0,12,0.748,0.02
127.2,0,2,0.784,0.514
3.35,0,6,0.765,0.532
3.79,0,5,0.017,0.118
7.31,0,12,0.269,0.764
63.88,0,0,0.675,0.777
64.35,0,7,0.143,0.465
5.72,0,9,0.675,0.678
111.43,0,9,0.801,0.995
7.82,0,14,0.407,0.328
68.5,0,12,0.292,0.978
56.14,0,12,0.328,0.661
2.53,0,9,0.426,0.227
1.43,0,6,0.169,0.581
5.15,0,12,0.028,0.053
41.39,0,8,0.691,0.876
64.1,0,1,0.518,0.521
25.59,0,5,0.221,0.094
40.43,0,9,0.067,0.103
3.76,0,10,0.319,0.278
61.56,0,2,0.514,0.489
79.45,0,10,0.364,0.041
71.34,0,10,0.069,0.241
147.17,0,7,0.046,0.127
47.93,0,0,0.02,0.625
207.72,0,14,0.844,0.844
27.88,0,7,0.058,0.642
2.35,0,15,0.013,0.875
65.74,0,3,0.351,0.377
15.44,0,0,0.816,0.341
3.94,0,11,0.219,0.889
150.22,0,1,0.359,0.674
68.85,0,9,0.927,0.892
57.0,0,13,0.34,0.57
15.85,0,0,0.712,0.385
11.97,0,4,0.318,0.096
19.27,0,0,0.315,0.668
7.77,0,8,0.458,0.321
12.48,0,12,0.03,0.99
3.38,0,15,0.044,0.779
16.05,0,0,0.868,0.534
126.02,0,14,0.833,0.01
88.79,0,1,0.449,0.806
32.52,0,12,0.526,0.802
56.07,0,9,0.552,0.111
18.09,0,5,0.643,0.912
68.91,0,5,0.9,0.654
51.35,0,13,0.146,0.919
13.73,0,11,0.516,0.222
6.5,0,6,0.1,0.162
107.34,0,4,0.61,0.355
1.4,0,0,0.775,0.47
97.34,0,11,0.94,0.386
19.23,0,15,0.518,0.524
4.65,0,0,0.529,0.519
22.06,0,1,0.8,0.212
83.12,0,7,0.316,0.379
9.63,0,12,0.192,0.739
62.42,0,11,0.557,0.758
118.1,0,2,0.2,0.291
86.65,0,1,0.017,0.095
9.25,0,11,0.741,0.34
35.17,0,12,0.217,0.001
3.52,0,9,0.286,0.618
52.36,0,12,0.25,0.145
9.86,0,10,0.252,0.222
115.05,0,10,0.374,0.519
1.89,0,7,0.676,0.091
145.38,0,1,0.563,0.864
34.57,0,1,0.09,0.586
7.31,0,12,0.913,0.52
68.86,0,9,0.324,0.611
64.52,0,5,0.257,0.17
21.59,0,0,0.371,0.124
19.87,0,12,0.587,0.474
9.57,0,4,0.747,0.623
79.67,0,15,0.982,0.039
1125.3,0,4,0.751,0.232
157.97,0,11,0.079,0.707
114.61,0,11,0.954,0.782
4.97,0,1,0.706,0.822
97.85,0,4,0.793,0.837
75.47,0,10,0.661,0.039
3.15,0,12,0.804,0.648
94.23,0,13,0.375,0.141
16.07,0,7,0.1,0.806
123.32,0,9,0.368,0.115
96.22,0,4,0.863,0.232
52.05,0,5,0.126,0.135
27.68,0,14,0.099,0.456
136.32,0,7,0.715,0.43
72.09,0,6,0.257,0.438
1070.02,0,12,0.042,0.765
1.79,0,7,0.16,0.737
9.2,0,12,0.704,0.777
40.99,0,11,0.631,0.825
2.3,0,0,0.057,0.365
167.53,0,15,0.928,0.696
12.92,0,15,0.787,0.496
3.72,0,9,0.848,0.563
82.14,0,13,0.088,0.522
2.36,0,8,0.974,0.692
154.21,0,2,0.465,0.309
10.93,0,15,0.958,0.643
7.35,0,0,0.96,0.269
1.73,0,0,0.273,0.249
2.7,0,7,0.605,0.571
83.46,0,4,0.792,0.395
5.69,0,11,0.501,0.853
60.11,0,11,0.008,0.363
1.88,0,9,0.939,0.192
46.18,0,8,0.985,0.09
96.12,0,13,0.93,0.196
57.86,0,11,0.57,0.132
84.72,0,15,0.368,0.273
1.15,0,7,0.375,0.111
18.94,0,4,0.925,0.201
75.45,0,0,0.337,0.989
30.8,0,1,0.787,0.439
12.13,0,0,0.187,0.628
75.26,0,11,0.954,0.403
4.8,0,15,0.52,0.542
1.82,0,15,0.861,0.199
26.51,0,12,0.964,0.602
66.4,0,7,0.718,0.089
10.58,0,2,0.567,0.626
97.86,0,10,0.297,0.804
97.93,0,5,0.46,0.806
4.84,0,15,0.549,0.032
154.53,0,15,0.098,0.278
76.49,0,13,0.892,0.162
71.72,0,4,0.586,0.935
18.59,0,12,0.519,0.693
91.47,0,1,0.868,0.584
9.6,0,14,0.951,0.832
11.97,0,4,0.625,0.374
8.15,0,11,0.795,0.889
63.82,0,3,0.51,0.131
29.04,0,1,0.9,0.178
71.02,0,12,0.247,0.929
138.42,0,10,0.71,0.572
67.55,0,1,0.9,0.156
67.79,0,5,0.216,0.244
127.5,0,9,0.061,0.218
73.78,0,1,0.044,0.658
128.53,0,13,0.37,0.704
92.26,0,0,0.9,0.212
47.98,0,12,0.553,0.932
123.75,0,14,0.946,0.014
56.02,0,14,0.41,0.821
172.85,0,4,0.186,0.057
3.29,0,0,0.156,0.424
113.68,0,10,0.223,0.588
6.06,0,12,0.323,0.816
18.51,0,9,0.437,0.334
42.36,0,15,0.108,0.199
174.61,0,1,0.838,0.166
57.72,0,15,0.255,0.387
95.73,0,2,0.075,0.144
115.23,0,1,0.558,0.159
136.0,0,1,0.126,0.115
100.96,0,0,0.884,0.957
56.87,0,13,0.911,0.796
10.03,0,7,0.97,0.646
215.51,0,5,0.374,0.698
65.09,0,12,0.82,0.295
67.52,0,0,0.693,0.297
2.12,0,0,0.418,0.306
32.77,0,15,0.356,0.789
125.64,0,14,0.558,0.34
16.67,0,14,0.623,0.993
2.93,0,0,0.721,0.119
20.73,0,2,0.919,0.055
72.69,0,11,0.052,0.233
53.74,0,13,0.854,0.236
49.06,0,5,0.762,0.94
10.41,0,9,0.434,0.276
13.39,0,15,0.036,0.974
90.19,0,12,0.299,0.45
106.85,0,11,0.664,0.796
49.29,0,7,0.319,0.253
129.13,0,0,0.454,0.395
5.6,0,14,0.77,0.929
78.01,0,13,0.15,0.341
98.71,0,1,0.206,0.938
97.81,0,6,0.035,0.606
7.08,0,12,0.473,0.437
47.8,0,13,0.092,0.563
72.42,0,5,0.468,0.728
6.61,0,1,0.573,0.821
71.52,0,11,0.505,0.568
9.94,0,7,0.446,0.771
66.51,0,14,0.347,0.187
15.72,0,8,0.793,0.308
9.38,0,15,0.453,0.556
19.55,0,14,0.645,0.964
1.09,0,15,0.068,0.431
25.49,0,12,0.412,0.784
22.48,0,15,0.597,0.345
45.73,0,14,0.768,0.035
30.12,0,15,0.239,0.944
58.88,0,8,0.232,0.165
195.25,0,9,0.651,0.255
2.31,0,12,0.183,0.6
1657.58,0,15,0.1,0.941
24.4,0,12,0.247,0.238
96.8,0,12,0.528,0.905
64.35,0,13,0.46,0.312
13.44,0,2,0.693,0.333
103.98,0,12,0.796,0.183
44.03,0,5,0.776,0.815
7.39,0,15,0.059,0.384
21.32,0,5,0.91,0.736
6.05,0,11,0.922,0.798
55.14,0,13,0.998,0.133
41.15,0,0,0.895,0.681
1.34,0,7,0.64,0.145
85.9,0,1,0.972,0.042
68.9,0,7,0.014,0.359
78.08,0,1,0.178,0.998
8.74,0,9,0.552,0.973
13.25,0,10,0.251,0.915
160.93,0,9,0.292,0.668
62.17,0,6,0.6,0.098
91.54,0,13,0.237,0.167
100.34,0,8,0.242,0.067
2.05,0,12,0.404,0.124
124.26,0,12,0.038,0.062
9.97,0,1,0.927,0.999
132.11,0,5,0.311,0.035
64.79,0,1,0.608,0.189
189.89,0,1,0.36,0.464
62.77,0,7,0.32,0.158
5.49,0,11,0.247,0.018
9.57,0,15,0.396,0.433
15.8,0,9,0.418,0.518
48.05,0,4,0.489,0.963
13.67,0,5,0.511,0.73
14.59,0,1,0.612,0.509
68.14,0,13,0.29,0.952
65.2,0,14,0.234,0.87
89.1,0,1,0.665,0.121
35.42,0,14,0.503,0.005
79.84,0,1,0.991,0.361
42.05,0,5,0.061,0.182
70.1,0,15,0.663,0.521
199.11,0,7,0.147,0.598
34.78,0,1,0.864,0.228
1.86,0,5,0.134,0.045
7.26,0,15,0.446,0.742
103.37,0,11,0.947,0.128
52.07,0,13,0.052,0.41
33.16,0,7,0.481,0.171
2.97,0,9,0.262,0.409
8.12,0,12,0.507,0.814
99.2,0,1,0.149,0.974
14.86,0,0,0.731,0.677
78.3,0,9,0.791,0.051
14.89,0,5,0.429,0.667
192.31,0,0,0.167,0.423
73.74,0,9,0.091,0.044
7.31,0,14,0.424,0.151
18.42,0,6,0.761,0.32
89.93,0,3,0.678,0.634
7.31,0,1,0.681,0.467
21.04,0,12,0.057,0.9
8.77,0,7,0.289,0.413
94.08,0,13,0.18,0.545
91.92,0,3,0.903,0.965
126.19,0,14,0.528,0.206
74.59,0,1,0.096,0.83
133.44,0,14,0.884,0.595
5.61,0,1,0.689,0.858
64.61,0,9,0.871,0.417
36.62,0,11,0.889,0.817
8.43,0,7,0.262,0.747
136.71,0,12,0.821,0.45
36.39,0,9,0.369,0.496
73.48,0,6,0.213,0.916
5.66,0,7,0.856,0.668
52.53,0,15,0.808,0.852
48.7,0,5,0.469,0.578
28.45,0,15,0.237,0.683
96.24,0,11,0.704,0.69
37.86,0,15,0.913,0.162
222.51,0,12,0.761,0.143
78.42,0,13,0.252,0.187
10.56,0,12,0.597,0.248
19.93,0,15,0.949,0.055
54.13,0,13,0.413,0.994
7.45,0,0,0.329,0.598
9.24,0,4,0.85,0.711
18.89,0,1,0.415,0.105
7.47,0,12,0.362,0.911
68.57,0,13,0.572,0.74
24.37,0,0,0.893,0.711
75.17,0,13,0.849,0.013
27.77,0,15,0.288,0.972
32.2,0,5,0.814,0.985
5.42,0,14,0.894,0.457
31.95,0,1,0.603,0.681
24.77,0,10,0.52,0.498
59.56,0,13,0.732,0.824
19.55,0,12,0.237,0.113
194.25,0,0,0.556,0.271
44.34,0,1,0.389,0.637
96.99,0,11,0.455,0.696
50.04,0,7,0.37,0.785
107.86,0,12,0.626,0.07
14.96,0,12,0.335,0.531
161.95,0,9,0.031,0.315
82.1,0,3,0.997,0.288
6.54,0,5,0.51,0.845
6.95,0,11,0.388,0.056
44.32,0,1,0.834,0.89
229.17,0,11,0.638,0.466
140.64,0,0,0.328,0.312
68.62,0,11,0.615,0.521
77.58,0,12,0.524,0.009
1.59,0,11,0.466,0.382
77.78,0,11,0.69,0.031
5.34,0,12,0.65,0.783
25.11,0,5,0.137,0.712
49.63,0,1,0.438,0.87
16.1,0,11,0.211,0.673
133.51,0,3,0.837,0.956
2.35,0,5,0.452,0.655
299.8,0,14,0.715,0.074
92.48,0,15,0.864,0.173
96.37,0,15,0.675,0.546
163.13,0,4,0.796,0.587
10.92,0,7,0.116,0.721
72.77,0,10,0.528,0.008
11.99,0,5,0.617,0.574
4.99,0,15,0.344,0.751
3.65,0,15,0.221,0.967
